"","rowname","colname","p_M","R_M"
"6808","3HBA","Pipecolate",7.84246209382578e-11,0.16551724137931
"6809","Cholecalciferol","Deoxycarnitine",7.84246209382578e-11,-0.12512315270936
"6810","Maleic Acid","UMP",7.87256508690243e-11,-0.20295566502463
"6811","Linoleic Acid","Ribulose 5-Phosphate",7.92441524833202e-11,-0.208374384236453
"6812","gamma-Aminobutyrate","Suberic Acid",7.92567780006172e-11,-0.264532019704433
"6813","L-Kynurenine","Margaric Acid",7.96507986486777e-11,-0.0630541871921182
"6814","2-Hydroxyphenylacetate","Deoxyguanosine",7.99178262010595e-11,0.093103448275862
"6815","6-Methyladenosine","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",8.02513829738341e-11,0.30935960591133
"6816","Pantothenate","Sorbitol",8.14811693986e-11,-0.177832512315271
"6817","FAD","NAD",8.17233993645379e-11,0.472906403940887
"6818","Alanine","Imidazoleacetic Acid",8.21370001061102e-11,-0.196059113300493
"6819","N-Ac-Arginine","Niacinamide",8.22114803246319e-11,-0.193103448275862
"6820","2-Aminoisobutyric Acid","NADH",8.22246931004647e-11,0.398029556650246
"6821","cAMP","Phenylalanine",8.22253687123705e-11,0.189655172413793
"6822","7-Methylguanine","Cholesteryl Sulfate",8.24283794355588e-11,-0.195566502463054
"6823","3-Aminoisobutyrate","Glutamic acid",8.24691407971658e-11,-0.205911330049261
"6824","Putrescine","Succinylcarnitine",8.24817680488864e-11,0.149261083743842
"6825","Glycerol-3-P","L-2-Aminobutyric Acid",8.28078690731833e-11,0.154187192118227
"6826","Glucosamine","Hypotaurine",8.35704512616073e-11,-0.228571428571429
"6827","1-Methyladenosine","Tryptophan",8.36977895639725e-11,-0.0512315270935961
"6828","Erythrose-4-Phosphate","Suberic Acid",8.38008413004003e-11,-0.170935960591133
"6829","L-2-Aminobutyric Acid","Threonine",8.38008413004003e-11,0.23448275862069
"6830","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Thiamine",8.38875823420853e-11,-0.0472906403940887
"6831","Carnitine","Tryptophan",8.44351805393478e-11,0.352216748768473
"6832","Erythrose-4-Phosphate","Homoarginine",8.56431315149106e-11,0.142364532019704
"6833","Margaric Acid","Pipecolate",8.65794591419844e-11,-0.0556650246305419
"6834","Maleic Acid","Margaric Acid",8.75447324877632e-11,0.207389162561576
"6835","Putrescine","Tyrosine",8.80722105429358e-11,-0.0763546798029557
"6836","Neopterin","Sedoheptulose 7-Phosphate",8.8099196159889e-11,-0.107389162561576
"6837","1/3-Methylhistidine","Oxidized Glutathione",8.88125193108109e-11,0.257635467980296
"6838","Alanine","Glycine",8.89991785205761e-11,0.167487684729064
"6839","3-Methyl-3-Hydroxyglutaric Acid","G6P",9.04928584950161e-11,0.233004926108374
"6840","3-Hydroxypropionic Acid","Aminolevulinate",9.12288827332223e-11,0.293103448275862
"6841","Adenylosuccinate","Indole-3-Carboxylic Acid",9.18478248448511e-11,0.422660098522167
"6842","1/3-Methylhistidine","2-Aminoadipate",9.43126693846301e-11,-0.149261083743842
"6843","Citrulline","N-Ac-Arginine",9.45158670250213e-11,-0.190147783251231
"6844","2-isoPropylmalic Acid","Histamine",9.52505625153463e-11,0.324137931034483
"6845","Cytidine","Xanthurenic Acid",9.59558063494491e-11,-0.00935960591133005
"6846","Inosine","Reduced Glutathione",9.65570751706178e-11,-0.375369458128079
"6847","D-Leucic Acid","Sarcosine",9.65994248685645e-11,0.202463054187192
"6848","Neopterin","S-Methylcysteine",9.67156702153943e-11,0.0197044334975369
"6849","Pyroglutamic Acid","Sarcosine",9.68360639351449e-11,0.255665024630542
"6850","Kynurenic Acid","Lysine",9.83173853420774e-11,-0.386206896551724
"6851","4-Hydroxybenzoic Acid","Reduced Glutathione",9.97089156672038e-11,-0.348275862068965
"6852","iso-Leucine /allo-isoLeucine","Trigonelline",1.01224790490129e-10,-0.438916256157635
"6853","1/3-Methylhistidine","Deoxyguanosine",1.02442684049026e-10,0.0403940886699507
"6854","Margaric Acid","n-Glycylproline",1.02456016738318e-10,-0.241871921182266
"6855","Tryptophan","UMP",1.02456016738318e-10,0.123152709359606
"6856","Alanine","N-AcetylGlycine",1.02610488663768e-10,0.111330049261084
"6857","Phosphotyrosine","Sarcosine",1.02929877723638e-10,-0.16256157635468
"6858","Asparagine","Cholesteryl Sulfate",1.03099405061401e-10,-0.354187192118227
"6859","Homoarginine","Riboflavin",1.03218034450789e-10,-0.2
"6860","Alanine","Glutamic acid",1.04664895152646e-10,-0.295073891625616
"6861","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Serine",1.04856811784347e-10,-0.182266009852217
"6862","DHAP/D-GA3P","Reduced Glutathione",1.0603368400879e-10,-0.345320197044335
"6863","4-Pyridoxic Acid","Histamine",1.0641846462144e-10,0.325615763546798
"6864","Margaric Acid","N2,N2-Dimethylguanosine",1.06963055122194e-10,0.070935960591133
"6865","Guanine","Ribulose 5-Phosphate",1.07253469780515e-10,-0.0610837438423645
"6866","FAD","Pseudouridine",1.07840303004855e-10,0.115270935960591
"6867","N-Ac-Phenylalanine","Tyrosine",1.10151904313136e-10,-0.0118226600985222
"6868","G6P","Glutamine",1.10537797577184e-10,-0.203940886699507
"6869","2-Aminoadipate","Pyridoxamine",1.10967835022938e-10,0.140886699507389
"6870","Argininosuccinate","Azelaic Acid",1.1194987445878e-10,-0.269458128078818
"6871","Betaine","UMP",1.12641125776928e-10,-0.191625615763547
"6872","Asparagine","Guanine",1.1282472722318e-10,-0.348275862068965
"6873","3-Methyl-3-Hydroxyglutaric Acid","Choline",1.12866571988696e-10,-0.342364532019704
"6874","Aminolevulinate","L-2-Aminobutyric Acid",1.12866571988696e-10,0.0571428571428571
"6875","Aminolevulinate","Succinate",1.14872455783208e-10,0.390147783251231
"6876","L-2-Aminobutyric Acid","Tyrosine",1.1556048182782e-10,-0.124137931034483
"6877","3-Methyl-3-Hydroxyglutaric Acid","Palmitic Acid",1.15649476122443e-10,-0.208866995073892
"6878","Deoxyguanosine","Reduced Glutathione",1.15649476122443e-10,0.314285714285714
"6879","Erythrose-4-Phosphate","Succinate",1.17917185249415e-10,0.198522167487685
"6880","Asparagine","Glucosamine",1.17964967878756e-10,0.296551724137931
"6881","Biopterin","Ribose-5-P",1.19274763727447e-10,-0.16256157635468
"6882","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Linolenic Acid",1.19402754538527e-10,-0.218226600985222
"6883","Adipic Acid / 3-Methylglutaric Acid","gamma-Aminobutyrate",1.20206666151231e-10,-0.260098522167488
"6884","Sucrose","Xanthurenic Acid",1.20208292634456e-10,0.14679802955665
"6885","Cholesteryl Sulfate","Phosphorylcholine",1.20560043975425e-10,-0.347783251231527
"6886","Adipic Acid / 3-Methylglutaric Acid","Erythrose-4-Phosphate",1.21431610166966e-10,-0.194581280788177
"6887","N6-Trimethyllysine","UDP-GlcNAc",1.21455465566255e-10,0.0408866995073892
"6888","cGMP","Pseudouridine",1.21602799233624e-10,-0.327586206896552
"6889","Kynurenic Acid","Valine",1.22046667595953e-10,-0.269950738916256
"6890","Kynurenic Acid","Leucine /D-Norleucine",1.22394379327995e-10,-0.291625615763547
"6891","1-Methyladenosine","Pyroglutamic Acid",1.22612040030507e-10,0.15320197044335
"6892","Cholecalciferol","Sorbitol",1.23350283969391e-10,0.503940886699507
"6893","DHAP/D-GA3P","Pyroglutamic Acid",1.24420261408975e-10,-0.17192118226601
"6894","IMP","Uracil",1.25086040089696e-10,0.487192118226601
"6895","3-Aminoisobutyrate","Betaine",1.2523693780171e-10,0.173891625615764
"6896","1/3-Methylhistidine","DCDP",1.25400497297156e-10,0.161083743842365
"6897","5'-Methylthioadenosine","Lysine",1.2597959437897e-10,0.195073891625616
"6898","Acetylcholine","UDP-Glucose",1.26551363462959e-10,0.36256157635468
"6899","Neopterin","Ribose-5-P",1.26719027506255e-10,-0.123152709359606
"6900","2-Aminoadipate","3HBA",1.27332295880251e-10,0.0665024630541872
"6901","N-Ac-Alanine","Nicotinic Acid",1.27695895661786e-10,0.366995073891626
"6902","Deoxyguanosine","Histidine",1.28666103658251e-10,-0.330049261083744
"6903","5,6-Dihydrouracil","iso-Leucine /allo-isoLeucine",1.29388166078241e-10,0.379802955665025
"6904","Argininosuccinate","Aspartic Acid",1.30349812330623e-10,-0.18423645320197
"6905","Retinol","Riboflavin",1.31049755839989e-10,0.110837438423645
"6906","Ornithine","Proline",1.31488339534359e-10,0.102463054187192
"6907","Allantoin","Ribose-5-P",1.32735612339715e-10,-0.192118226600985
"6908","Pyridoxamine","Xanthine",1.32735612339715e-10,0.236453201970443
"6909","Citraconic Acid","Xanthine",1.32858951912586e-10,0.224137931034483
"6910","G6P","Tryptophan",1.334017487617e-10,0.154679802955665
"6911","o-Phosphoethanolamine","Sorbitol",1.34322563856698e-10,-0.279310344827586
"6912","2-Hydroxyphenylacetate","gamma-Aminobutyrate",1.34536561492832e-10,-0.255172413793103
"6913","Asparagine","Deoxyguanosine",1.34671085932009e-10,-0.322167487684729
"6914","Glycerophosphocholine","Pipecolate",1.34768804228028e-10,-0.0935960591133005
"6915","3-Hydroxypropionic Acid","DCDP",1.35017472884608e-10,0.292610837438424
"6916","5'-Methylthioadenosine","Reduced Glutathione",1.35623782064695e-10,-0.255665024630542
"6917","D-Leucic Acid","Tyrosine",1.35902861874042e-10,0.240394088669951
"6918","Glucoronate","Putrescine",1.36162876324748e-10,-0.254187192118227
"6919","2-isoPropylmalic Acid","Ergocalciferol",1.38063207012167e-10,0.155172413793103
"6920","AMP","Sarcosine",1.39977731830105e-10,-0.13743842364532
"6921","3-Hydroxypropionic Acid","N-Acetyl-Aspartate (NAA)",1.40482314631651e-10,0.298029556650246
"6922","2-Hydroxyglutarate","Agmatine",1.41834966995008e-10,0.129556650246305
"6923","Lactate","n-Glycylproline",1.42958308822903e-10,0.173891625615764
"6924","N2,N2-Dimethylguanosine","Xanthine",1.43500115733574e-10,0.132019704433498
"6925","3-Methyl-3-Hydroxyglutaric Acid","Phenylacetic Acid",1.43548513661672e-10,-0.319704433497537
"6926","N-Ac-Phenylalanine","Riboflavin",1.43868500155032e-10,0.23448275862069
"6927","3-Methyl-3-Hydroxyglutaric Acid","DHAP/D-GA3P",1.46519141047443e-10,0.178325123152709
"6928","DCDP","N6-Acetyl-Lysine",1.48031266780518e-10,0.230049261083744
"6929","IMP","Pipecolate",1.48035604368005e-10,0.131034482758621
"6930","Anthranilic Acid","o-Phosphoethanolamine",1.48556058769249e-10,-0.0768472906403941
"6931","Lactate","Retinol",1.49355595772361e-10,-0.203448275862069
"6932","Deoxycarnitine","Phenylacetic Acid",1.50119384493804e-10,-0.158128078817734
"6933","Phosphorylcholine","Threonine",1.50208307233758e-10,0.150246305418719
"6934","ADP","Ornithine",1.50219484994231e-10,-0.296551724137931
"6935","2-Aminoadipate","Adipic Acid / 3-Methylglutaric Acid",1.51440290052614e-10,0.222167487684729
"6936","Taurine","UDP-GlcNAc",1.52065439222693e-10,-0.170443349753695
"6937","Orotate","Ribulose 5-Phosphate",1.52183628092302e-10,0.0827586206896552
"6938","2-isoPropylmalic Acid","Hypoxanthine",1.52360832205732e-10,0.415270935960591
"6939","Agmatine","Citraconic Acid",1.53466716207649e-10,-0.254679802955665
"6940","Aminolevulinate","Cysteinyl-Glycine (Cys-Gly)",1.53720245139156e-10,0.0812807881773399
"6941","Cholesteryl Sulfate","Fructose",1.55102249541078e-10,0.348768472906404
"6942","2-isoPropylmalic Acid","Aminolevulinate",1.55106086048657e-10,-0.222167487684729
"6943","6-Methyladenosine","Hypoxanthine",1.55760666378069e-10,0.242364532019704
"6944","Glucoronate","Riboflavin",1.55923103251565e-10,0.287192118226601
"6945","Agmatine","Argininosuccinate",1.58210181364419e-10,0.306896551724138
"6946","N-Acetyl-Aspartate (NAA)","Sorbitol",1.58525336265535e-10,0.358620689655172
"6947","Homoarginine","Pipecolate",1.58553581579085e-10,-0.230049261083744
"6948","o-Phosphoethanolamine","Pseudouridine",1.59680209759013e-10,-0.205418719211823
"6949","DHAP/D-GA3P","N2,N2-Dimethylguanosine",1.60092696637127e-10,-0.240886699507389
"6950","PEP","UDP-Glucose",1.62670713633911e-10,0.0576354679802956
"6951","Leucine /D-Norleucine","Serine",1.63132107082406e-10,-0.0753694581280788
"6952","Proline","Sucrose",1.63166065713793e-10,0.213793103448276
"6953","Alanine","NADH",1.64339517730599e-10,0.352709359605911
"6954","Hypotaurine","Putrescine",1.65524442749509e-10,-0.266009852216749
"6955","DHAP/D-GA3P","Glucoronate",1.65835355880563e-10,-0.295566502463054
"6956","2-Aminoadipate","Hydrocinnamic Acid",1.66550272523647e-10,0.179310344827586
"6957","Cysteinyl-Glycine (Cys-Gly)","Neopterin",1.66567143220658e-10,-0.080295566502463
"6958","Ergocalciferol","UMP",1.69434649742821e-10,-0.221182266009852
"6959","Alanine","UDP-GlcNAc",1.71823767269971e-10,-0.270443349753695
"6960","Cholesteryl Sulfate","Cysteinyl-Glycine (Cys-Gly)",1.71970803759782e-10,-0.133004926108374
"6961","Anthranilic Acid","Tyrosine",1.72524153539086e-10,0.0118226600985222
"6962","Homocitrulline","Linoleic Acid",1.73828433084536e-10,-0.261576354679803
"6963","cGMP","Cysteinyl-Glycine (Cys-Gly)",1.74906407280658e-10,0.335960591133005
"6964","N6-Acetyl-Lysine","Pseudouridine",1.74906407280658e-10,-0.0596059113300492
"6965","G1P/F1P/F6P","Homoarginine",1.76423477898941e-10,0.134975369458128
"6966","Glyceraldehyde","Valine",1.76741837738425e-10,0.0901477832512315
"6967","Serine","Xanthurenic Acid",1.77352360926561e-10,0.127586206896552
"6968","Aminolevulinate","Histamine",1.79816883743838e-10,-0.368965517241379
"6969","Glucoronate","Methionine",1.82525434115719e-10,-0.38423645320197
"6970","Homoarginine","Trigonelline",1.82723223708948e-10,-0.127093596059113
"6971","N-AcetylGlycine","Neopterin",1.82927798120318e-10,0.080295566502463
"6972","7-Methylguanine","Aspartic Acid",1.82998291459093e-10,-0.210344827586207
"6973","Orotate","Tryptophan",1.83531278032075e-10,0.0541871921182266
"6974","Homoarginine","IMP",1.84341941880051e-10,-0.245812807881773
"6975","Niacinamide","Ornithine",1.84917039119983e-10,0.203448275862069
"6976","FAD","Methionine",1.86166743436652e-10,-0.200985221674877
"6977","Anthranilic Acid","Guanine",1.89993353293002e-10,0.0753694581280788
"6978","4-Pyridoxic Acid","Ethanolamine",1.91636713290869e-10,-0.251231527093596
"6979","2-Hydroxyphenylacetate","Adenosine",1.92418963521809e-10,0.0527093596059113
"6980","Azelaic Acid","Glycine",1.92677469774767e-10,0.132512315270936
"6981","Alanine","Histamine",1.97543094909897e-10,0.337931034482759
"6982","2-isoPropylmalic Acid","Arginine",1.97627657732149e-10,0.0423645320197044
"6983","Histidine","Proline",1.98124985557417e-10,-0.318226600985222
"6984","Creatine","gamma-Aminobutyrate",1.99933056145765e-10,-0.299014778325123
"6985","2-Hydroxyphenylacetate","Taurine",2.00179697141808e-10,0.128571428571429
"6986","Aminolevulinate","Taurine",2.02391039382714e-10,-0.0522167487684729
"6987","Myristic Acid","Pantothenate",2.04152860911595e-10,0.347290640394089
"6988","Aspartic Acid","UMP",2.04851472918182e-10,-0.30935960591133
"6989","Myristic Acid","Valine",2.09193521051316e-10,0.113300492610837
"6990","Lactose/Trehalose","N-AcetylGlycine",2.10191161149905e-10,-0.182266009852217
"6991","Hydrocinnamic Acid","Phosphotyrosine",2.10438851104782e-10,-0.166995073891626
"6992","Spermidine","Uracil",2.10756210546414e-10,0.233497536945813
"6993","D-Leucic Acid","Oxidized Glutathione",2.13969468162218e-10,-0.320197044334975
"6994","NAD","Ornithine",2.13969468162218e-10,-0.295073891625616
"6995","2-isoPropylmalic Acid","Retinol",2.13981113473577e-10,0.22512315270936
"6996","Neopterin","Phosphoserine",2.14454376392402e-10,0.322167487684729
"6997","Anthranilic Acid","FAD",2.14624107277333e-10,0.266995073891626
"6998","N-Ac-Alanine","Tryptophan",2.1559480456084e-10,-0.0916256157635468
"6999","5'-Methylthioadenosine","Taurine",2.17365112744433e-10,-0.324630541871921
"7000","2-isoPropylmalic Acid","Carnosine",2.19653039060127e-10,0.107881773399015
"7001","Putrescine","SAH",2.23272905463901e-10,0.205418719211823
"7002","Anthranilic Acid","N6-Acetyl-Lysine",2.23293139991799e-10,-0.102955665024631
"7003","2-isoPropylmalic Acid","Hypotaurine",2.24576214830202e-10,0.231527093596059
"7004","2-isoPropylmalic Acid","Acetylcholine",2.24850315370652e-10,-0.250738916256158
"7005","Agmatine","Succinate",2.26535384099794e-10,-0.351724137931034
"7006","Glyceraldehyde","N-Ac-Arginine",2.27522884416296e-10,0.0822660098522167
"7007","Anthranilic Acid","N-Ac-Arginine",2.28353618944366e-10,-0.205418719211823
"7008","3-(4-Hydroxyphenyl)Propionate","Linoleic Acid",2.28644901800013e-10,0.125615763546798
"7009","GMP","Pipecolate",2.28644901800013e-10,0.112315270935961
"7010","4-Guanidinobutanoate","Cytidine",2.31806449669931e-10,-0.000492610837438423
"7011","Arabitol/Xylitol","DCDP",2.32195621399704e-10,0.355665024630542
"7012","Adenylosuccinate","G1P/F1P/F6P",2.32257619527256e-10,-0.398522167487685
"7013","Dimethylglycine","Imidazoleacetic Acid",2.32523887970149e-10,0.277832512315271
"7014","Cysteinyl-Glycine (Cys-Gly)","Phenylalanine",2.33450362878626e-10,0.0960591133004926
"7015","Orotate","Taurine",2.33958781532721e-10,-0.113300492610837
"7016","G1P/F1P/F6P","Succinate",2.34174056714725e-10,0.212315270935961
"7017","5'-Methylthioadenosine","Dimethylarginine (A/SDMA)",2.37219060210168e-10,0.368965517241379
"7018","Carnitine","N-Acetyl-Aspartate (NAA)",2.37598002041811e-10,-0.263546798029557
"7019","Glucose","IMP",2.38864215058363e-10,-0.221182266009852
"7020","Dimethylglycine","Glutaric Acid",2.39087542898478e-10,-0.313300492610837
"7021","6-Methyladenosine","Homocitrulline",2.39381992340237e-10,0.304433497536946
"7022","Hypotaurine","Phenylalanine",2.42607018139469e-10,-0.14384236453202
"7023","Putrescine","Urate",2.4420939544911e-10,-0.113793103448276
"7024","IMP","Neopterin",2.44751396268834e-10,0.159605911330049
"7025","FAD","Pyridoxamine",2.45620381621612e-10,0.124630541871921
"7026","Arabitol/Xylitol","Cholecalciferol",2.45709372705394e-10,-0.198522167487685
"7027","Lactose/Trehalose","Serine",2.47918021446094e-10,-0.319704433497537
"7028","3-Hydroxypropionic Acid","Phosphorylcholine",2.49139579340249e-10,-0.192118226600985
"7029","N-Ac-L-Glutamine","Pyroglutamic Acid",2.51357430922232e-10,-0.170935960591133
"7030","Adenosine","N-Ac-Arginine",2.52363366882855e-10,-0.14384236453202
"7031","Agmatine","Urate",2.55251579197013e-10,-0.307389162561576
"7032","cGMP","Margaric Acid",2.57183013944762e-10,-0.239901477832512
"7033","3HBA","gamma-Aminobutyrate",2.59269157727445e-10,-0.296551724137931
"7034","7-Methylguanine","Suberic Acid",2.59986797067429e-10,-0.303448275862069
"7035","Arginine","Histidine",2.61513614509575e-10,-0.27487684729064
"7036","Orotate","Trigonelline",2.62024988045658e-10,-0.201970443349754
"7037","Acetylcholine","Pseudouridine",2.62466810439451e-10,-0.381773399014778
"7038","iso-Leucine /allo-isoLeucine","N-Acetyl-Aspartate (NAA)",2.63694689478665e-10,-0.278817733990148
"7039","2'-Deoxycytidine","Oxidized Glutathione",2.63995320913268e-10,0.308866995073892
"7040","Adipic Acid / 3-Methylglutaric Acid","N-Ac-Alanine",2.64051931797612e-10,0.142364532019704
"7041","Citraconic Acid","Pipecolate",2.66137535516336e-10,0.110344827586207
"7042","DCDP","Threonine",2.68377774169171e-10,0.228571428571429
"7043","S-Methylcysteine","Serine",2.70069733024931e-10,0.159605911330049
"7044","G6P","Xanthurenic Acid",2.70645017641628e-10,-0.127586206896552
"7045","3-Hydroxyisovaleric Acid","4-Pyridoxic Acid",2.73951362099754e-10,0.385714285714286
