"","rowname","colname","p_F","R_F"
"5394","4-Guanidinobutanoate","Adenine",3.87916735749236e-13,0.279310344827586
"5395","4-Pyridoxic Acid","Hypotaurine",3.93935963729989e-13,0.132512315270936
"5396","4-Guanidinobutanoate","Maleic Acid",3.93995185625609e-13,0.210344827586207
"5397","Adipic Acid / 3-Methylglutaric Acid","Ergocalciferol",3.95271204510326e-13,0.24679802955665
"5398","2-Hydroxyphenylacetate","L-2-Aminobutyric Acid",3.95698556796496e-13,-0.138423645320197
"5399","7-Methylguanine","Valine",3.97210381498647e-13,0.233497536945813
"5400","n-Glycylproline","N2,N2-Dimethylguanosine",4.016253799641e-13,0.182758620689655
"5401","7-Methylguanine","iso-Leucine /allo-isoLeucine",4.04970405330299e-13,0.270443349753695
"5402","Hydrocinnamic Acid","Trigonelline",4.05174763919307e-13,0.204433497536946
"5403","Phenylalanine","Reduced Glutathione",4.05946001713007e-13,0.164532019704433
"5404","Cholesteryl Sulfate","Fructose",4.06697893851679e-13,0.385221674876847
"5405","3-Aminoisobutyrate","Sucrose",4.0691075512177e-13,-0.130541871921182
"5406","Cholecalciferol","Cytidine",4.07266403145569e-13,-0.221182266009852
"5407","Dimethylarginine (A/SDMA)","Sedoheptulose 7-Phosphate",4.09324411793173e-13,0.229556650246305
"5408","3-(4-Hydroxyphenyl)Propionate","Creatine",4.09518547162411e-13,0.152709359605911
"5409","5,6-Dihydrouracil","Glycine",4.12582562051289e-13,-0.244827586206897
"5410","Betaine","Glycine",4.12894587060244e-13,0.216748768472906
"5411","Cytidine","Sedoheptulose 7-Phosphate",4.17360879656408e-13,0.41231527093596
"5412","IMP","Pyridoxamine",4.17832818527796e-13,-0.163546798029557
"5413","4-Guanidinobutanoate","Asparagine",4.17938547538502e-13,-0.251231527093596
"5414","Acetylcholine","Alpha-Ketoglutaric Acid",4.19417860597444e-13,0.0541871921182266
"5415","Deoxycarnitine","Xanthosine",4.30093583228619e-13,-0.258620689655172
"5416","1/3-Methylhistidine","2-isoPropylmalic Acid",4.36016776216201e-13,-0.238423645320197
"5417","5'-Methylthioadenosine","Hypoxanthine",4.38616703910903e-13,-0.232019704433498
"5418","Alpha-Ketoglutaric Acid","Threonine",4.42839308404145e-13,0.194088669950739
"5419","4-Pyridoxic Acid","o-Phosphoethanolamine",4.43043034379929e-13,0.263546798029557
"5420","Betaine","DCDP",4.44826849828549e-13,-0.315270935960591
"5421","G6P","Pyroglutamic Acid",4.48177487916241e-13,-0.418226600985222
"5422","Adipic Acid / 3-Methylglutaric Acid","Phenylacetic Acid",4.50676234380312e-13,0.22512315270936
"5423","Hypotaurine","Succinate",4.52189633874745e-13,-0.147783251231527
"5424","Palmitic Acid","Riboflavin",4.52739531220911e-13,0.217241379310345
"5425","N-Ac-Alanine","Sucrose",4.54213496677290e-13,-0.149753694581281
"5426","1/3-Methylhistidine","Dimethylarginine (A/SDMA)",4.58306482912612e-13,0.115270935960591
"5427","Arginine","Succinylcarnitine",4.5935659356291e-13,-0.322167487684729
"5428","D-Leucic Acid","Kynurenic Acid",4.65243408446678e-13,-0.166009852216749
"5429","Adenine","Dimethylglycine",4.68309369779905e-13,-0.268472906403941
"5430","1/3-Methylhistidine","Ergocalciferol",4.7247308865371e-13,-0.139901477832512
"5431","Glucosamine","Serine",4.73652991242023e-13,-0.379310344827586
"5432","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Tryptophan",4.7374955996805e-13,-0.3
"5433","cAMP","Phenylacetic Acid",4.80195977952237e-13,-0.148275862068965
"5434","S-Methylcysteine","Serine",4.81478469369299e-13,0.326600985221675
"5435","Pipecolate","Pyruvate",4.85165589682553e-13,0.211822660098522
"5436","Cholesteryl Sulfate","Hypotaurine",4.88386086098968e-13,-0.152216748768473
"5437","cAMP","Sorbitol",4.89103787796888e-13,-0.179310344827586
"5438","2-Hydroxyisobutyrate/2-Hydroxybutyrate","GMP",4.90201287838748e-13,-0.383743842364532
"5439","4-Pyridoxic Acid","Guanosine",4.92081406516325e-13,0.231527093596059
"5440","5-Methylcytidine","S-Methylcysteine",4.92459746843494e-13,0.289162561576355
"5441","Histamine","UDP-Glucose",4.94723869303013e-13,0.435960591133005
"5442","2-Aminoisobutyric Acid","Niacinamide",4.99886266330706e-13,-0.387684729064039
"5443","Fructose","Tryptophan",5.01646995531191e-13,-0.329556650246305
"5444","5,6-Dihydrouracil","DCDP",5.01757683175124e-13,0.21871921182266
"5445","Guanosine","Spermidine",5.02802680658606e-13,0.193103448275862
"5446","Allantoin","Myristic Acid",5.0459298774049e-13,0.352709359605911
"5447","Allantoin","betaAlanine",5.09444821905532e-13,-0.400492610837438
"5448","iso-Leucine /allo-isoLeucine","Trigonelline",5.12263610834806e-13,-0.372906403940887
"5449","Cytidine","Retinol",5.12419278024515e-13,-0.155172413793103
"5450","Indole-2-Carboxylic Acid","SAH",5.129875115859e-13,-0.347290640394089
"5451","1/3-Methylhistidine","Sorbitol",5.14654568446894e-13,-0.110837438423645
"5452","Aminolevulinate","N-Acetyl-Aspartate (NAA)",5.17103409806896e-13,-0.248768472906404
"5453","Biopterin","Pyroglutamic Acid",5.19046168195734e-13,0.28128078817734
"5454","2-isoPropylmalic Acid","Phenylalanine",5.20283064395438e-13,-0.231527093596059
"5455","PEP","Pyridoxamine",5.20378757938578e-13,-0.219704433497537
"5456","Dimethylarginine (A/SDMA)","Myristic Acid",5.20507283478805e-13,0.283251231527094
"5457","Hypotaurine","Palmitic Acid",5.22412724469375e-13,0.360098522167488
"5458","G6P","Kynurenic Acid",5.25084768794657e-13,0.235960591133005
"5459","cGMP","N-Ac-L-Glutamine",5.27286175456183e-13,0.216748768472906
"5460","Cysteinyl-Glycine (Cys-Gly)","Pyridoxamine",5.33753707355096e-13,-0.200985221674877
"5461","Margaric Acid","SAH",5.36164992658561e-13,-0.121674876847291
"5462","7-Methylguanine","Trigonelline",5.36270327164021e-13,-0.273399014778325
"5463","Adipic Acid / 3-Methylglutaric Acid","Cytidine",5.43216395984798e-13,-0.230049261083744
"5464","Betaine","Ergocalciferol",5.43216395984798e-13,0.160591133004926
"5465","Oxidized Glutathione","Ribose-5-P",5.43216395984798e-13,0.226108374384236
"5466","G6P","Glutamine",5.45158375699611e-13,-0.345320197044335
"5467","6-Methyladenosine","Adenosine",5.46203441907472e-13,0.201970443349754
"5468","Glyceraldehyde","Phosphoserine",5.51887764094062e-13,0.150246305418719
"5469","Lysine","N-Ac-L-Glutamine",5.60419163437421e-13,-0.230049261083744
"5470","2-isoPropylmalic Acid","Cysteinyl-Glycine (Cys-Gly)",5.67316408627374e-13,-0.154679802955665
"5471","Pipecolate","Pyridoxamine",5.67517539913942e-13,-0.28423645320197
"5472","Homocitrulline","Indole-2-Carboxylic Acid",5.69268744935214e-13,-0.335467980295566
"5473","Cadaverine","Sucrose",5.72349574149734e-13,0.178817733990148
"5474","Biopterin","Ribulose 5-Phosphate",5.74015767530116e-13,-0.323152709359606
"5475","1-Methylnicotinamide","o-Phosphoethanolamine",5.74495594583688e-13,-0.261083743842364
"5476","3HBA","Kynurenic Acid",5.77936466425107e-13,-0.0123152709359606
"5477","Phosphotyrosine","Pipecolate",5.78287575719952e-13,0.087192118226601
"5478","Oxalacetate","Pyruvate",5.92531079818043e-13,-0.269458128078818
"5479","Aspartic Acid","Hypotaurine",5.93906496478987e-13,-0.273399014778325
"5480","Phosphotyrosine","Threonine",6.02634987371923e-13,0.200985221674877
"5481","2-Aminoadipate","Sucrose",6.03854358078063e-13,-0.288177339901478
"5482","Glutamic acid","Inosine",6.13801488378852e-13,0.451231527093596
"5483","Pipecolate","Retinol",6.15150493832848e-13,-0.368965517241379
"5484","Azelaic Acid","Glucoronate",6.1625162133061e-13,-0.226108374384236
"5485","GMP","Pyroglutamic Acid",6.19317134569146e-13,0.411330049261084
"5486","N2,N2-Dimethylguanosine","SAH",6.2709222522121e-13,0.21576354679803
"5487","G1P/F1P/F6P","Hydrocinnamic Acid",6.34882130020203e-13,-0.307881773399015
"5488","Acetylcholine","Uracil",6.35720664996338e-13,0.241379310344828
"5489","Anthranilic Acid","Ethanolamine",6.36060135822413e-13,0.322660098522167
"5490","Arabitol/Xylitol","Glucose",6.36399104988921e-13,0.350738916256158
"5491","Carnitine","Lysine",6.41104664963636e-13,-0.227093596059113
"5492","Deoxycarnitine","Linolenic Acid",6.4489225883628e-13,-0.283251231527094
"5493","Citrulline","Uridine",6.54427074877911e-13,-0.309852216748768
"5494","Deoxycarnitine","Lysine",6.55935653761644e-13,0.314285714285714
"5495","betaAlanine","Oxidized Glutathione",6.57710735928378e-13,-0.329556650246305
"5496","3-Hydroxypropionic Acid","Cystathionine",6.5780360607265e-13,-0.252709359605911
"5497","Carnosine","Dimethylarginine (A/SDMA)",6.59920197897418e-13,0.0487684729064039
"5498","Carnosine","Phenylalanine",6.693457867853e-13,0.197536945812808
"5499","Phenylalanine","Serine",6.70924090658697e-13,-0.0896551724137931
"5500","Palmitic Acid","Ribose-5-P",6.72632243851985e-13,-0.376354679802956
"5501","2-isoPropylmalic Acid","Glyceraldehyde",6.78149847362785e-13,-0.207389162561576
"5502","Glycerol-3-P","Phosphorylcholine",6.95600894941708e-13,-0.274384236453202
"5503","Pseudouridine","UDP-Glucose",6.96425871217261e-13,-0.170443349753695
"5504","Guanosine","N2,N2-Dimethylguanosine",6.98678606313571e-13,0.1
"5505","N-AcetylGlycine","UDP-GlcNAc",7.02822568806027e-13,-0.201970443349754
"5506","N-Ac-L-Glutamine","Sorbitol",7.02983639835674e-13,-0.170935960591133
"5507","Cytidine","Xanthosine",7.04602244399777e-13,0.20935960591133
"5508","iso-Leucine /allo-isoLeucine","Ribulose 5-Phosphate",7.10783293887777e-13,-0.377832512315271
"5509","6-Methyladenosine","Phenylacetic Acid",7.11948488337879e-13,0.139901477832512
"5510","AMP","Cholecalciferol",7.17879487943721e-13,-0.208866995073892
"5511","Ergocalciferol","Ribose-5-P",7.20404298177273e-13,-0.309852216748768
"5512","4-Pyridoxic Acid","Kynurenic Acid",7.3029086855536e-13,0.195566502463054
"5513","gamma-Aminobutyrate","Histamine",7.36864994704464e-13,-0.176847290640394
"5514","Carnitine","Sorbitol",7.37954282840724e-13,-0.188177339901478
"5515","Leucine /D-Norleucine","Ornithine",7.41123017085908e-13,-0.324137931034483
"5516","2-Aminoadipate","S-Methylcysteine",7.43428120498251e-13,0.401477832512315
"5517","Aminolevulinate","Fructose",7.47038232426432e-13,-0.331527093596059
"5518","4-Pyridoxic Acid","cAMP",7.48871452071368e-13,0.223645320197044
"5519","Myristic Acid","N-Ac-L-Glutamine",7.66475634416572e-13,0.125615763546798
"5520","N-Ac-Alanine","Neopterin",7.74962669571087e-13,0.218226600985222
"5521","gamma-Aminobutyrate","Hypotaurine",7.78627189387019e-13,0.0783251231527093
"5522","Dimethylarginine (A/SDMA)","Ornithine",7.82101621085384e-13,-0.137931034482759
"5523","Pseudouridine","Xanthosine",8.06359212730872e-13,0.389162561576355
"5524","Phosphorylcholine","UDP-GlcNAc",8.08912466811e-13,0.287684729064039
"5525","3-Hydroxyisovaleric Acid","N-Ac-Alanine",8.12640338770724e-13,-0.296551724137931
"5526","Retinol","Serine",8.12827710116498e-13,0.223645320197044
"5527","3-Methyl-3-Hydroxyglutaric Acid","Inosine",8.14626372977213e-13,-0.083743842364532
"5528","Aminolevulinate","Myristic Acid",8.27985790927375e-13,0.247783251231527
"5529","DCDP","Valine",8.36415818095679e-13,0.204433497536946
"5530","3-Hydroxypropionic Acid","Adenosine",8.45097056607953e-13,0.187684729064039
"5531","Guanosine","S-Methylcysteine",8.48080290985945e-13,0.336945812807882
"5532","G1P/F1P/F6P","L-Kynurenine",8.50421733999762e-13,0.275862068965517
"5533","Retinol","Xanthosine",8.56151265789571e-13,-0.283251231527094
"5534","Aspartic Acid","Oxalacetate",8.58184382768918e-13,0.346305418719212
"5535","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Phosphorylcholine",8.59503176046620e-13,-0.261083743842364
"5536","Adenylosuccinate","Palmitic Acid",8.69962112260534e-13,0.273891625615764
"5537","Ornithine","Phenylacetic Acid",8.80271253100185e-13,0.150246305418719
"5538","G1P/F1P/F6P","Spermidine",8.90856754662241e-13,0.338423645320197
"5539","1-Methyladenosine","Arginine",8.92147859382786e-13,0.341379310344828
"5540","2-Hydroxyphenylacetate","Arginine",8.9861769780471e-13,0.284729064039409
"5541","Alanine","FAD",9.00135382066419e-13,0.28128078817734
"5542","Citrulline","Phenylalanine",9.00135382066419e-13,-0.383743842364532
"5543","5'-Methylthioadenosine","N6-Acetyl-Lysine",9.0041436676587e-13,0.366995073891626
"5544","3-Hydroxyisovaleric Acid","Carnosine",9.09724139173567e-13,-0.0522167487684729
"5545","Carnitine","Pyroglutamic Acid",9.31326949457058e-13,0.236945812807882
"5546","1/3-Methylhistidine","G6P",9.38145105912432e-13,0.363546798029557
"5547","Carnosine","L-2-Aminobutyric Acid",9.38145105912432e-13,0.258620689655172
"5548","cAMP","Glucose",9.85369640080017e-13,0.276354679802956
"5549","NADH","Reduced Glutathione",9.95654371358402e-13,0.250246305418719
"5550","Margaric Acid","Oxidized Glutathione",9.97132666552823e-13,-0.195566502463054
"5551","Anthranilic Acid","Argininosuccinate",9.99561295355944e-13,-0.216748768472906
"5552","Dimethylglycine","Glutaric Acid",1.0172998294311e-12,-0.221674876847291
"5553","Neopterin","Sarcosine",1.0357301915911e-12,-0.398029556650246
"5554","Riboflavin","Sarcosine",1.0357301915911e-12,-0.278325123152709
"5555","Cysteinyl-Glycine (Cys-Gly)","Sedoheptulose 7-Phosphate",1.04477156670113e-12,0.211330049261084
"5556","L-2-Aminobutyric Acid","Maleic Acid",1.04670303218194e-12,-0.145320197044335
"5557","6-Methyladenosine","Riboflavin",1.06825593127417e-12,0.238423645320197
"5558","Ergocalciferol","Sucrose",1.06959410503391e-12,0.0551724137931034
"5559","Erythrose-4-Phosphate","L-Kynurenine",1.06966005062252e-12,0.254187192118227
"5560","2-Aminoadipate","Acetylcholine",1.0699693167847e-12,0.373891625615764
"5561","NADH","Palmitic Acid",1.07061839774405e-12,0.248768472906404
"5562","FAD","Indole-2-Carboxylic Acid",1.07292710111079e-12,0.373399014778325
"5563","ADP","Cytidine",1.07384010810679e-12,0.17487684729064
"5564","Spermidine","Xanthine",1.07384010810679e-12,-0.296551724137931
"5565","Dimethylarginine (A/SDMA)","G1P/F1P/F6P",1.08306387751223e-12,0.238423645320197
"5566","Kynurenic Acid","Sorbitol",1.09165144352088e-12,-0.312315270935961
"5567","3-Methyl-3-Hydroxyglutaric Acid","DHAP/D-GA3P",1.09427975479904e-12,-0.156650246305419
"5568","Acetylcholine","n-Glycylproline",1.09739396636637e-12,0.112807881773399
"5569","Acetylcholine","N-Acetyl-Aspartate (NAA)",1.10341388761311e-12,-0.0921182266009852
"5570","AMP","Xanthine",1.10538581624278e-12,-0.27192118226601
"5571","Sorbitol","UDP-GlcNAc",1.11595279767786e-12,-0.196059113300493
"5572","Cystathionine","Glyceraldehyde",1.1196551263313e-12,0.117733990147783
"5573","Ethanolamine","SAH",1.12456397415001e-12,-0.0748768472906404
"5574","ADP","Thiamine",1.15880073027394e-12,0.206896551724138
"5575","3-Aminoisobutyrate","3-Hydroxyisovaleric Acid",1.16047636030087e-12,-0.213793103448276
"5576","L-Kynurenine","Sucrose",1.16869525885358e-12,-0.255172413793103
"5577","Linoleic Acid","Xanthine",1.17182174546406e-12,0.159113300492611
"5578","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Myristic Acid",1.17659506954557e-12,-0.196059113300493
"5579","Cholecalciferol","N6-Acetyl-Lysine",1.17877201551894e-12,-0.249261083743842
"5580","Hydrocinnamic Acid","Ornithine",1.17877201551894e-12,0.0640394088669951
"5581","2-Hydroxyglutarate","Proline",1.1817834906938e-12,-0.240886699507389
"5582","ADP","Ribulose 5-Phosphate",1.18600056497362e-12,-0.266995073891626
"5583","Guanosine","Uridine",1.18600056497362e-12,0.340886699507389
"5584","Trigonelline","Xanthosine",1.18659031883827e-12,-0.206896551724138
"5585","Anthranilic Acid","Choline",1.1880148617377e-12,0.275369458128079
"5586","Dimethylarginine (A/SDMA)","Hypoxanthine",1.18861827879263e-12,-0.1935960591133
"5587","DHAP/D-GA3P","Putrescine",1.19401123911361e-12,-0.281773399014778
"5588","3-Methyl-3-Hydroxyglutaric Acid","N6-Acetyl-Lysine",1.19984677937931e-12,0.345320197044335
"5589","Glycerol-3-P","Histamine",1.204693869366e-12,0.385221674876847
"5590","3-Methyl-3-Hydroxyglutaric Acid","Histidine",1.21468056379409e-12,0.212315270935961
"5591","ADP","o-Phosphoethanolamine",1.21638635775477e-12,0.183251231527094
"5592","cGMP","Glutamic acid",1.22273674335714e-12,-0.269950738916256
"5593","n-Glycylproline","Serine",1.22435414796593e-12,-0.197044334975369
"5594","Imidazoleacetic Acid","Niacinamide",1.22911334937852e-12,0.375862068965517
"5595","DHAP/D-GA3P","Hydrocinnamic Acid",1.23042690895204e-12,0.266009852216749
"5596","1/3-Methylhistidine","Uridine",1.23832132254184e-12,0.142364532019704
"5597","Anthranilic Acid","Glycine",1.24471444518573e-12,0.247290640394089
"5598","5'-Methylthioadenosine","Nicotinic Acid",1.24700214814512e-12,-0.427586206896552
"5599","Lysine","UMP",1.26563537489224e-12,-0.287192118226601
"5600","Adenylosuccinate","Sorbitol",1.27183911218254e-12,-0.217733990147783
"5601","N-Acetyl-Aspartate (NAA)","Xanthosine",1.27503310062246e-12,-0.0566502463054187
"5602","Histamine","Pyroglutamic Acid",1.28789903169943e-12,-0.27487684729064
"5603","Pyruvate","Sedoheptulose 7-Phosphate",1.28832101396698e-12,0.263546798029557
"5604","Inosine","Tryptophan",1.29455824579411e-12,-0.221674876847291
"5605","Deoxycarnitine","N6-Trimethyllysine",1.30263912322014e-12,0.276354679802956
"5606","Citrulline","Homocitrulline",1.30985245364857e-12,-0.321182266009852
"5607","Acetylcholine","Margaric Acid",1.31072371605834e-12,-0.135467980295566
"5608","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Adenine",1.32207317662536e-12,0.365024630541872
"5609","Cystine","Uridine",1.32930259341648e-12,-0.194088669950739
"5610","Myristic Acid","Phosphoserine",1.35232371753001e-12,0.0783251231527093
"5611","Pyridoxamine","Retinol",1.3582945409355e-12,0.0394088669950739
"5612","L-2-Aminobutyric Acid","Succinylcarnitine",1.36968597493994e-12,0.0990147783251231
"5613","Histidine","Succinylcarnitine",1.38904032422034e-12,0.249261083743842
"5614","2-isoPropylmalic Acid","6-Methyladenosine",1.39163604577716e-12,0.14679802955665
"5615","cAMP","Kynurenic Acid",1.39230185105877e-12,0.0389162561576355
"5616","1-Methyladenosine","Hypoxanthine",1.40535826056145e-12,0.282758620689655
"5617","Argininosuccinate","Nicotinic Acid",1.4491079748622e-12,-0.364532019704433
"5618","cGMP","Glycine",1.45061324489583e-12,-0.142857142857143
"5619","Inosine","Sorbitol",1.45881060223349e-12,0.176847290640394
"5620","DHAP/D-GA3P","Inosine",1.46125250511416e-12,0.195566502463054
"5621","2-Hydroxyisobutyrate/2-Hydroxybutyrate","N-Ac-L-Glutamine",1.4627630539992e-12,-0.200492610837438
"5622","3-Hydroxypropionic Acid","Kynurenic Acid",1.463802876567e-12,-0.310837438423645
"5623","Azelaic Acid","Pseudouridine",1.46797223492039e-12,-0.460591133004926
"5624","Dimethylglycine","Maleic Acid",1.49815540885516e-12,-0.3
"5625","5'-Methylthioadenosine","Kynurenic Acid",1.50390992672283e-12,0.176354679802956
"5626","3-Hydroxypropionic Acid","Tryptophan",1.5342754200264e-12,-0.246305418719212
"5627","Acetylcarnitine","Valine",1.56510288823035e-12,-0.417733990147783
"5628","Citrulline","Ribulose 5-Phosphate",1.57728966051712e-12,-0.416748768472906
"5629","Lactate","Pipecolate",1.59291323798751e-12,-0.180295566502463
"5630","Adenine","Histidine",1.61646547831686e-12,-0.191133004926108
"5631","7-Methylguanine","NADH",1.62329640773388e-12,0.156650246305419
"5632","Acetylcarnitine","N6-Trimethyllysine",1.64757946089864e-12,-0.450738916256158
